Timestamp,Actor,Role,Action,Object_Instance,Object_Type,Topic,Course_ID
2015-10-20 23:52,103,student,view,7,video,Topic 7,curso4,
2015-10-20 15:34,103,student,view,7,wiki,Topic 7,curso4,
2015-10-20 08:21,103,student,view,7,link,Topic 7,curso4,
2015-10-20 18:58,103,student,view,7,video,Topic 7,curso4,
2015-10-20 16:26,103,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 17:32,103,student,view,7,link,Topic 7,curso4,
2015-10-20 05:41,103,student,view,7,video,Topic 7,curso4,
2015-10-20 04:25,103,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 08:34,103,student,view,7,link,Topic 7,curso4,
2015-10-20 04:00,103,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 21:54,103,student,view,7,book,Topic 7,curso4,
2015-10-20 06:40,103,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 05:32,103,student,view,7,link,Topic 7,curso4,
2015-10-20 17:01,103,student,view,7,video,Topic 7,curso4,
2015-10-20 00:15,103,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 09:21,103,student,view,7,wiki,Topic 7,curso4,
2015-10-20 04:10,103,student,view,7,link,Topic 7,curso4,
2015-10-20 24:50,103,student,view,7,video,Topic 7,curso4,
2015-10-20 10:45,104,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 10:38,104,student,view,7,wiki,Topic 7,curso4,
2015-10-20 04:38,104,student,view,7,link,Topic 7,curso4,
2015-10-20 17:07,104,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 15:23,104,student,view,7,link,Topic 7,curso4,
2015-10-20 09:16,104,student,view,7,video,Topic 7,curso4,
2015-10-20 13:05,104,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 24:38,104,student,view,7,wiki,Topic 7,curso4,
2015-10-20 19:34,104,student,view,7,link,Topic 7,curso4,
2015-10-20 15:31,104,student,view,7,video,Topic 7,curso4,
2015-10-20 00:40,104,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 24:04,104,student,view,7,video,Topic 7,curso4,
2015-10-20 21:34,105,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 14:60,105,student,view,7,wiki,Topic 7,curso4,
2015-10-20 17:58,105,student,view,7,link,Topic 7,curso4,
2015-10-20 14:06,105,student,view,7,video,Topic 7,curso4,
2015-10-20 01:02,105,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 11:36,105,student,view,7,video,Topic 7,curso4,
2015-10-20 24:29,105,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 11:58,105,student,view,7,wiki,Topic 7,curso4,
2015-10-20 12:44,105,student,view,7,link,Topic 7,curso4,
2015-10-20 21:49,105,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 07:31,105,student,view,7,quiz,Topic 7,curso4,
2015-10-20 13:32,105,student,view,7,book,Topic 7,curso4,
2015-10-20 03:15,105,student,view,7,link,Topic 7,curso4,
2015-10-20 04:35,105,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 04:11,105,student,view,7,wiki,Topic 7,curso4,
2015-10-20 22:34,106,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 10:31,106,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 24:54,106,student,view,7,forum,Topic 7,curso4,
2015-10-20 14:32,106,student,view,7,link,Topic 7,curso4,
2015-10-20 10:01,106,student,view,7,video,Topic 7,curso4,
2015-10-20 14:30,107,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 06:56,107,student,view,7,wiki,Topic 7,curso4,
2015-10-20 08:03,107,student,view,7,link,Topic 7,curso4,
2015-10-20 00:33,108,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 12:47,108,student,view,7,wiki,Topic 7,curso4,
2015-10-20 18:55,108,student,view,7,link,Topic 7,curso4,
2015-10-20 07:39,108,student,view,7,video,Topic 7,curso4,
2015-10-20 00:37,108,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 10:35,108,student,view,7,wiki,Topic 7,curso4,
2015-10-20 16:06,108,student,view,7,link,Topic 7,curso4,
2015-10-20 17:47,108,student,view,7,video,Topic 7,curso4,
2015-10-20 08:34,108,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 13:10,108,student,view,7,wiki,Topic 7,curso4,
2015-10-20 16:06,108,student,view,7,link,Topic 7,curso4,
2015-10-20 10:20,108,student,view,7,video,Topic 7,curso4,
2015-10-20 05:44,108,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 11:33,108,student,view,7,wiki,Topic 7,curso4,
2015-10-20 18:03,108,student,view,7,link,Topic 7,curso4,
2015-10-20 20:40,108,student,view,7,video,Topic 7,curso4,
2015-10-20 07:43,108,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 17:24,108,student,view,7,wiki,Topic 7,curso4,
2015-10-20 09:31,108,student,view,7,link,Topic 7,curso4,
2015-10-20 13:13,108,student,view,7,video,Topic 7,curso4,
2015-10-20 05:41,109,student,view,7,link,Topic 7,curso4,
2015-10-20 03:30,109,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 13:06,109,student,view,7,wiki,Topic 7,curso4,
2015-10-20 07:45,109,student,view,7,video,Topic 7,curso4,
2015-10-20 02:27,109,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 00:07,109,student,view,7,wiki,Topic 7,curso4,
2015-10-20 17:31,109,student,view,7,video,Topic 7,curso4,
2015-10-20 13:19,109,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 00:38,109,student,view,7,wiki,Topic 7,curso4,
2015-10-20 14:51,109,student,view,7,link,Topic 7,curso4,
2015-10-20 06:07,109,student,view,7,video,Topic 7,curso4,
2015-10-20 14:15,109,student,view,7,link,Topic 7,curso4,
2015-10-20 10:20,109,student,view,7,video,Topic 7,curso4,
2015-10-20 08:43,109,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 09:32,109,student,view,7,wiki,Topic 7,curso4,
2015-10-20 05:04,109,student,view,7,link,Topic 7,curso4,
2015-10-20 14:20,109,student,view,7,video,Topic 7,curso4,
2015-10-20 01:31,110,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 23:02,110,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 08:29,110,student,view,7,quiz,Topic 7,curso4,
2015-10-20 11:25,110,student,view,7,book,Topic 7,curso4,
2015-10-20 22:13,110,student,view,7,link,Topic 7,curso4,
2015-10-20 19:49,110,student,view,7,video,Topic 7,curso4,
2015-10-20 06:48,110,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 02:56,110,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 23:50,110,student,view,7,video,Topic 7,curso4,
2015-10-20 20:35,110,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 19:59,110,student,view,7,wiki,Topic 7,curso4,
2015-10-20 07:53,110,student,view,7,link,Topic 7,curso4,
2015-10-20 08:01,110,student,view,7,video,Topic 7,curso4,
2015-10-20 15:55,110,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 15:07,110,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 01:59,110,student,view,7,link,Topic 7,curso4,
2015-10-20 09:22,110,student,view,7,video,Topic 7,curso4,
2015-10-20 16:04,110,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 23:50,110,student,view,7,link,Topic 7,curso4,
2015-10-20 04:10,110,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 09:44,110,student,view,7,wiki,Topic 7,curso4,
2015-10-20 04:59,110,student,view,7,link,Topic 7,curso4,
2015-10-20 03:35,110,student,view,7,video,Topic 7,curso4,
2015-10-20 14:41,110,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 09:22,110,student,view,7,wiki,Topic 7,curso4,
2015-10-20 13:47,110,student,view,7,link,Topic 7,curso4,
2015-10-20 06:16,110,student,view,7,wiki,Topic 7,curso4,
2015-10-20 12:49,110,student,view,7,book,Topic 7,curso4,
2015-10-20 01:37,110,student,view,7,link,Topic 7,curso4,
2015-10-20 06:02,110,student,view,7,video,Topic 7,curso4,
2015-10-20 22:47,111,student,view,7,link,Topic 7,curso4,
2015-10-20 16:41,111,student,view,7,video,Topic 7,curso4,
2015-10-20 06:15,112,student,view,7,wiki,Topic 7,curso4,
2015-10-20 13:42,112,student,view,7,video,Topic 7,curso4,
2015-10-20 07:60,112,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 11:28,112,student,view,7,wiki,Topic 7,curso4,
2015-10-20 01:47,112,student,view,7,link,Topic 7,curso4,
2015-10-20 20:05,112,student,view,7,wiki,Topic 7,curso4,
2015-10-20 01:38,112,student,view,7,link,Topic 7,curso4,
2015-10-20 17:47,112,student,view,7,video,Topic 7,curso4,
2015-10-20 23:19,113,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 15:54,113,student,view,7,link,Topic 7,curso4,
2015-10-20 14:36,113,student,view,7,video,Topic 7,curso4,
2015-10-20 21:32,113,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 22:21,113,student,view,7,video,Topic 7,curso4,
2015-10-20 17:26,113,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 19:30,113,student,view,7,wiki,Topic 7,curso4,
2015-10-20 07:60,113,student,view,7,link,Topic 7,curso4,
2015-10-20 03:36,113,student,view,7,video,Topic 7,curso4,
2015-10-20 06:31,113,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 03:13,113,student,view,7,wiki,Topic 7,curso4,
2015-10-20 24:52,113,student,view,7,link,Topic 7,curso4,
2015-10-20 23:48,113,student,view,7,video,Topic 7,curso4,
2015-10-20 09:47,113,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 19:44,113,student,view,7,wiki,Topic 7,curso4,
2015-10-20 01:13,113,student,view,7,link,Topic 7,curso4,
2015-10-20 22:22,113,student,view,7,video,Topic 7,curso4,
2015-10-20 15:30,113,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 10:47,113,student,view,7,wiki,Topic 7,curso4,
2015-10-20 05:46,113,student,view,7,link,Topic 7,curso4,
2015-10-20 08:06,113,student,view,7,video,Topic 7,curso4,
2015-10-20 01:12,113,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 23:16,113,student,view,7,wiki,Topic 7,curso4,
2015-10-20 09:22,113,student,view,7,link,Topic 7,curso4,
2015-10-20 18:07,113,student,view,7,video,Topic 7,curso4,
2015-10-20 00:54,113,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 03:16,113,student,view,7,wiki,Topic 7,curso4,
2015-10-20 23:08,113,student,view,7,link,Topic 7,curso4,
2015-10-20 23:48,113,student,view,7,video,Topic 7,curso4,
2015-10-20 12:59,113,student,view,7,link,Topic 7,curso4,
2015-10-20 10:52,113,student,view,7,video,Topic 7,curso4,
2015-10-20 06:28,114,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 24:09,114,student,view,7,wiki,Topic 7,curso4,
2015-10-20 12:45,114,student,view,7,video,Topic 7,curso4,
2015-10-20 20:15,114,student,view,7,wiki,Topic 7,curso4,
2015-10-20 09:44,114,student,view,7,link,Topic 7,curso4,
2015-10-20 04:11,114,student,view,7,video,Topic 7,curso4,
2015-10-20 16:07,114,student,view,7,wiki,Topic 7,curso4,
2015-10-20 19:35,114,student,view,7,link,Topic 7,curso4,
2015-10-20 08:48,114,student,view,7,video,Topic 7,curso4,
2015-10-20 22:04,115,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 18:39,115,student,view,7,wiki,Topic 7,curso4,
2015-10-20 18:25,115,student,view,7,link,Topic 7,curso4,
2015-10-20 02:46,115,student,view,7,quiz,Topic 7,curso4,
2015-10-20 12:43,115,student,view,7,wiki,Topic 7,curso4,
2015-10-20 24:29,115,student,view,7,link,Topic 7,curso4,
2015-10-20 17:57,115,student,view,7,video,Topic 7,curso4,
2015-10-20 19:36,115,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 11:42,115,student,view,7,wiki,Topic 7,curso4,
2015-10-20 21:34,115,student,view,7,video,Topic 7,curso4,
2015-10-20 24:52,115,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 18:53,115,student,view,7,wiki,Topic 7,curso4,
2015-10-20 24:57,115,student,view,7,video,Topic 7,curso4,
2015-10-20 17:39,115,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 13:18,115,student,view,7,wiki,Topic 7,curso4,
2015-10-20 07:51,115,student,view,7,link,Topic 7,curso4,
2015-10-20 22:53,115,student,view,7,video,Topic 7,curso4,
2015-10-20 09:59,115,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 18:21,115,student,view,7,wiki,Topic 7,curso4,
2015-10-20 22:38,115,student,view,7,video,Topic 7,curso4,
2015-10-20 13:37,115,student,view,7,wiki,Topic 7,curso4,
2015-10-20 00:42,115,student,view,7,video,Topic 7,curso4,
2015-10-20 09:27,115,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 10:59,115,student,view,7,wiki,Topic 7,curso4,
2015-10-20 12:51,115,student,view,7,link,Topic 7,curso4,
2015-10-20 17:48,115,student,view,7,video,Topic 7,curso4,
2015-10-20 23:57,115,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 14:56,115,student,view,7,wiki,Topic 7,curso4,
2015-10-20 06:59,115,student,view,7,link,Topic 7,curso4,
2015-10-20 11:47,115,student,view,7,video,Topic 7,curso4,
2015-10-20 23:53,116,student,view,7,wiki,Topic 7,curso4,
2015-10-20 07:36,116,student,view,7,link,Topic 7,curso4,
2015-10-20 22:35,116,student,view,7,video,Topic 7,curso4,
2015-10-20 12:23,116,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 04:26,116,student,view,7,wiki,Topic 7,curso4,
2015-10-20 22:34,116,student,view,7,link,Topic 7,curso4,
2015-10-20 12:39,116,student,view,7,video,Topic 7,curso4,
2015-10-20 24:44,116,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 04:22,116,student,view,7,wiki,Topic 7,curso4,
2015-10-20 13:10,116,student,view,7,link,Topic 7,curso4,
2015-10-20 14:07,116,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 19:18,116,student,view,7,wiki,Topic 7,curso4,
2015-10-20 21:47,116,student,view,7,link,Topic 7,curso4,
2015-10-20 06:03,116,student,view,7,video,Topic 7,curso4,
2015-10-20 18:18,116,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 09:30,116,student,view,7,wiki,Topic 7,curso4,
2015-10-20 10:00,116,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 07:30,116,student,view,7,wiki,Topic 7,curso4,
2015-10-20 04:28,116,student,view,7,link,Topic 7,curso4,
2015-10-20 20:47,116,student,view,7,video,Topic 7,curso4,
2015-10-20 07:49,116,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 20:27,116,student,view,7,wiki,Topic 7,curso4,
2015-10-20 07:53,116,student,view,7,link,Topic 7,curso4,
2015-10-20 17:52,116,student,view,7,video,Topic 7,curso4,
2015-10-20 19:37,117,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 03:27,117,student,view,7,wiki,Topic 7,curso4,
2015-10-20 23:33,117,student,view,7,link,Topic 7,curso4,
2015-10-20 13:58,118,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 17:42,118,student,view,7,wiki,Topic 7,curso4,
2015-10-20 07:22,118,student,view,7,link,Topic 7,curso4,
2015-10-20 05:40,118,student,view,7,video,Topic 7,curso4,
2015-10-20 24:40,119,student,view,7,wiki,Topic 7,curso4,
2015-10-20 16:13,119,student,view,7,video,Topic 7,curso4,
2015-10-20 11:21,119,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 08:12,119,student,view,7,wiki,Topic 7,curso4,
2015-10-20 16:21,119,student,view,7,link,Topic 7,curso4,
2015-10-20 03:22,119,student,view,7,video,Topic 7,curso4,
2015-10-20 13:12,119,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 24:49,119,student,view,7,wiki,Topic 7,curso4,
2015-10-20 11:28,119,student,view,7,link,Topic 7,curso4,
2015-10-20 05:52,119,student,view,7,video,Topic 7,curso4,
2015-10-20 01:18,119,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 05:17,119,student,view,7,link,Topic 7,curso4,
2015-10-20 03:35,119,student,view,7,video,Topic 7,curso4,
2015-10-20 10:24,121,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 04:16,121,student,view,7,wiki,Topic 7,curso4,
2015-10-20 12:25,121,student,view,7,link,Topic 7,curso4,
2015-10-20 09:07,121,student,view,7,video,Topic 7,curso4,
2015-10-20 16:28,121,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 17:04,121,student,view,7,wiki,Topic 7,curso4,
2015-10-20 06:14,121,student,view,7,video,Topic 7,curso4,
2015-10-20 14:19,121,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 11:37,121,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 06:04,121,student,view,7,link,Topic 7,curso4,
2015-10-20 14:36,122,student,view,7,wiki,Topic 7,curso4,
2015-10-20 04:08,122,student,view,7,link,Topic 7,curso4,
2015-10-20 02:24,122,student,view,7,video,Topic 7,curso4,
2015-10-20 07:03,122,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 24:26,122,student,view,7,wiki,Topic 7,curso4,
2015-10-20 05:15,122,student,view,7,link,Topic 7,curso4,
2015-10-20 07:37,122,student,view,7,quiz,Topic 7,curso4,
2015-10-20 11:58,122,student,view,7,book,Topic 7,curso4,
2015-10-20 24:60,122,student,view,7,link,Topic 7,curso4,
2015-10-20 12:35,122,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 04:39,122,student,view,7,wiki,Topic 7,curso4,
2015-10-20 11:56,122,student,view,7,video,Topic 7,curso4,
2015-10-20 14:11,122,student,view,7,wiki,Topic 7,curso4,
2015-10-20 03:20,122,student,view,7,video,Topic 7,curso4,
2015-10-20 22:51,122,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 15:14,122,student,view,7,wiki,Topic 7,curso4,
2015-10-20 18:39,122,student,view,7,link,Topic 7,curso4,
2015-10-20 08:15,122,student,view,7,video,Topic 7,curso4,
2015-10-20 08:47,122,student,view,7,wiki,Topic 7,curso4,
2015-10-20 11:07,122,student,view,7,link,Topic 7,curso4,
2015-10-20 09:10,122,student,view,7,video,Topic 7,curso4,
2015-10-20 24:18,122,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 04:00,122,student,view,7,wiki,Topic 7,curso4,
2015-10-20 07:37,122,student,view,7,link,Topic 7,curso4,
2015-10-20 06:47,122,student,view,7,video,Topic 7,curso4,
2015-10-20 10:28,122,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 13:27,122,student,view,7,link,Topic 7,curso4,
2015-10-20 21:18,122,student,view,7,video,Topic 7,curso4,
2015-10-20 20:56,123,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 09:38,123,student,view,7,link,Topic 7,curso4,
2015-10-20 08:28,123,student,view,7,video,Topic 7,curso4,
2015-10-20 06:28,123,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 14:03,123,student,view,7,link,Topic 7,curso4,
2015-10-20 19:14,123,student,view,7,video,Topic 7,curso4,
2015-10-20 09:50,123,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 20:26,123,student,view,7,video,Topic 7,curso4,
2015-10-20 14:44,123,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 00:22,123,student,view,7,LTI,Topic 7,curso4,
2015-10-20 16:37,123,student,view,7,link,Topic 7,curso4,
2015-10-20 20:13,123,student,view,7,video,Topic 7,curso4,
2015-10-20 15:18,123,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 09:47,123,student,view,7,wiki,Topic 7,curso4,
2015-10-20 20:12,123,student,view,7,link,Topic 7,curso4,
2015-10-20 03:44,123,student,view,7,video,Topic 7,curso4,
2015-10-20 12:34,123,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 06:04,123,student,view,7,wiki,Topic 7,curso4,
2015-10-20 06:32,123,student,view,7,link,Topic 7,curso4,
2015-10-20 04:56,123,student,view,7,video,Topic 7,curso4,
2015-10-20 13:29,123,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 05:07,123,student,view,7,link,Topic 7,curso4,
2015-10-20 19:22,124,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 24:53,124,student,view,7,wiki,Topic 7,curso4,
2015-10-20 00:48,124,student,view,7,link,Topic 7,curso4,
2015-10-20 16:42,124,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 03:19,124,student,view,7,wiki,Topic 7,curso4,
2015-10-20 08:26,124,student,view,7,link,Topic 7,curso4,
2015-10-20 12:39,124,student,view,7,video,Topic 7,curso4,
2015-10-20 13:18,124,student,view,7,wiki,Topic 7,curso4,
2015-10-20 16:13,124,student,view,7,link,Topic 7,curso4,
2015-10-20 09:38,124,student,view,7,video,Topic 7,curso4,
2015-10-20 12:08,124,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 05:49,124,student,view,7,wiki,Topic 7,curso4,
2015-10-20 03:54,124,student,view,7,link,Topic 7,curso4,
2015-10-20 11:10,124,student,view,7,video,Topic 7,curso4,
2015-10-20 17:56,124,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 22:56,124,student,view,7,wiki,Topic 7,curso4,
2015-10-20 09:06,124,student,view,7,link,Topic 7,curso4,
2015-10-20 16:18,124,student,view,7,video,Topic 7,curso4,
2015-10-20 22:37,124,student,view,7,wiki,Topic 7,curso4,
2015-10-20 03:13,124,student,view,7,link,Topic 7,curso4,
2015-10-20 15:18,124,student,view,7,video,Topic 7,curso4,
2015-10-20 11:10,125,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 15:05,125,student,view,7,wiki,Topic 7,curso4,
2015-10-20 18:59,125,student,view,7,link,Topic 7,curso4,
2015-10-20 18:28,125,student,view,7,video,Topic 7,curso4,
2015-10-20 04:30,125,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 10:56,125,student,view,7,wiki,Topic 7,curso4,
2015-10-20 01:05,125,student,view,7,link,Topic 7,curso4,
2015-10-20 19:14,125,student,view,7,video,Topic 7,curso4,
2015-10-20 09:47,125,student,view,7,wiki,Topic 7,curso4,
2015-10-20 15:34,125,student,view,7,link,Topic 7,curso4,
2015-10-20 12:52,125,student,view,7,video,Topic 7,curso4,
2015-10-20 16:18,126,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 19:24,126,student,view,7,wiki,Topic 7,curso4,
2015-10-20 19:23,126,student,view,7,video,Topic 7,curso4,
2015-10-20 06:49,126,student,view,7,wiki,Topic 7,curso4,
2015-10-20 11:35,126,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 16:10,126,student,view,7,quiz,Topic 7,curso4,
2015-10-20 07:33,126,student,view,7,video,Topic 7,curso4,
2015-10-20 19:12,127,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 20:10,127,student,view,7,wiki,Topic 7,curso4,
2015-10-20 18:40,127,student,view,7,video,Topic 7,curso4,
2015-10-20 06:33,127,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 04:36,127,student,view,7,wiki,Topic 7,curso4,
2015-10-20 02:14,127,student,view,7,link,Topic 7,curso4,
2015-10-20 09:37,127,student,view,7,wiki,Topic 7,curso4,
2015-10-20 07:00,127,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 14:36,127,student,view,7,book,Topic 7,curso4,
2015-10-20 03:54,127,student,view,7,video,Topic 7,curso4,
2015-10-20 01:25,127,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 20:47,127,student,view,7,wiki,Topic 7,curso4,
2015-10-20 14:24,127,student,view,7,link,Topic 7,curso4,
2015-10-20 22:01,127,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 16:12,127,student,view,7,quiz,Topic 7,curso4,
2015-10-20 17:23,128,student,view,7,wiki,Topic 7,curso4,
2015-10-20 14:18,128,student,view,7,video,Topic 7,curso4,
2015-10-20 12:10,128,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 12:53,128,student,view,7,wiki,Topic 7,curso4,
2015-10-20 10:12,128,student,view,7,link,Topic 7,curso4,
2015-10-20 02:21,128,student,view,7,video,Topic 7,curso4,
2015-10-20 09:11,131,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 14:02,131,student,view,7,wiki,Topic 7,curso4,
2015-10-20 23:48,131,student,view,7,video,Topic 7,curso4,
2015-10-20 20:06,131,student,view,7,wiki,Topic 7,curso4,
2015-10-20 10:00,131,student,view,7,link,Topic 7,curso4,
2015-10-20 00:36,131,student,view,7,video,Topic 7,curso4,
2015-10-20 23:31,131,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 17:32,131,student,view,7,link,Topic 7,curso4,
2015-10-20 23:14,131,student,view,7,video,Topic 7,curso4,
2015-10-20 16:37,131,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 21:34,131,student,view,7,wiki,Topic 7,curso4,
2015-10-20 01:21,131,student,view,7,link,Topic 7,curso4,
2015-10-20 12:43,131,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 20:16,131,student,view,7,wiki,Topic 7,curso4,
2015-10-20 19:38,131,student,view,7,link,Topic 7,curso4,
2015-10-20 05:24,131,student,view,7,video,Topic 7,curso4,
2015-10-20 21:07,131,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 10:50,131,student,view,7,wiki,Topic 7,curso4,
2015-10-20 08:11,131,student,view,7,link,Topic 7,curso4,
2015-10-20 18:24,131,student,view,7,video,Topic 7,curso4,
2015-10-20 11:17,131,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 07:43,131,student,view,7,wiki,Topic 7,curso4,
2015-10-20 19:44,131,student,view,7,link,Topic 7,curso4,
2015-10-20 08:28,131,student,view,7,video,Topic 7,curso4,
2015-10-20 15:15,131,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 18:27,131,student,view,7,wiki,Topic 7,curso4,
2015-10-20 03:14,131,student,view,7,link,Topic 7,curso4,
2015-10-20 00:07,131,student,view,7,video,Topic 7,curso4,
2015-10-20 20:33,131,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 07:00,131,student,view,7,wiki,Topic 7,curso4,
2015-10-20 10:08,131,student,view,7,link,Topic 7,curso4,
2015-10-20 01:31,132,student,view,7,wiki,Topic 7,curso4,
2015-10-20 19:34,132,student,view,7,video,Topic 7,curso4,
2015-10-20 15:41,132,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 06:15,132,student,view,7,wiki,Topic 7,curso4,
2015-10-20 21:11,132,student,view,7,link,Topic 7,curso4,
2015-10-20 14:30,132,student,view,7,video,Topic 7,curso4,
2015-10-20 00:50,132,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 23:18,132,student,view,7,wiki,Topic 7,curso4,
2015-10-20 23:01,132,student,view,7,link,Topic 7,curso4,
2015-10-20 03:45,132,student,view,7,video,Topic 7,curso4,
2015-10-20 09:41,132,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 23:04,132,student,view,7,link,Topic 7,curso4,
2015-10-20 03:40,132,student,view,7,video,Topic 7,curso4,
2015-10-20 18:45,133,student,view,7,wiki,Topic 7,curso4,
2015-10-20 18:44,133,student,view,7,link,Topic 7,curso4,
2015-10-20 08:19,133,student,view,7,video,Topic 7,curso4,
2015-10-20 20:12,133,student,view,7,wiki,Topic 7,curso4,
2015-10-20 21:17,133,student,view,7,link,Topic 7,curso4,
2015-10-20 07:32,133,student,view,7,video,Topic 7,curso4,
2015-10-20 22:09,133,student,view,7,wiki,Topic 7,curso4,
2015-10-20 11:24,133,student,submit,7,assessment,Topic 7,curso4,
2015-10-20 08:10,133,student,view,7,wiki,Topic 7,curso4,
2015-10-20 06:46,133,student,view,7,link,Topic 7,curso4,
2015-10-20 08:43,133,student,view,7,video,Topic 7,curso4,
